SACC code(d),Country of birth(d),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25(e)
3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,Italy,410,450,400,490,470,520,480,490,610,860,"1,040","1,130","1,230","1,200","1,250","1,040",590,770,510,740,830
3105,Malta,80,50,50,50,60,50,50,50,60,50,50,50,30,40,30,40,30,20,30,30,40
3106,Portugal,150,120,120,120,130,100,110,80,90,100,130,130,170,140,160,150,90,140,100,130,140
3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,Spain,200,190,220,290,210,190,220,200,250,360,350,440,540,630,710,600,390,530,350,640,630
3201,Albania,10,0,10,10,10,10,10,0,10,0,10,20,10,20,20,20,20,20,20,20,20
3202,Bosnia/Herzegov,120,130,130,140,150,110,110,110,110,120,100,110,90,90,90,80,80,140,120,110,90
3203,Bulgaria,30,60,50,50,30,40,30,30,30,30,30,40,40,50,50,40,30,70,30,30,30
3204,Croatia,190,200,180,190,180,150,130,170,140,140,130,140,140,110,110,90,90,200,130,120,120
3205,Cyprus,100,60,80,70,50,60,60,40,40,50,40,60,50,50,50,40,30,50,40,30,50
3206,North Macedonia,160,160,140,140,160,110,120,110,140,170,120,130,110,150,120,340,100,120,110,90,110
3207,Greece,350,330,270,280,230,220,190,160,170,230,280,230,260,270,260,260,220,300,240,200,260
3208,Moldova,10,10,10,0,10,10,0,0,10,10,0,10,10,0,10,0,10,10,10,10,10
3211,Romania,80,100,100,120,80,110,100,70,70,80,80,100,80,90,100,70,70,80,60,70,50
3212,Slovenia,30,20,20,40,30,30,20,20,30,20,20,30,30,30,20,20,10,30,10,20,10
3214,Montenegro,0,0,0,10,10,10,10,0,0,0,10,0,10,10,10,10,10,10,10,10,10
3215,Serbia,30,20,60,70,70,70,80,50,90,70,60,80,60,100,70,60,110,150,100,80,70
3216,Kosovo,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0
3301,Belarus,10,10,0,20,10,10,10,10,10,10,10,20,10,20,20,20,10,20,10,20,10
3302,Czechia,360,340,310,310,340,290,310,250,220,220,240,240,240,300,280,240,140,140,110,120,110
3303,Estonia,20,20,30,30,40,60,80,70,70,110,120,130,120,130,170,150,50,60,40,90,100
3304,Hungary,140,120,110,130,120,120,120,100,110,120,130,120,100,130,130,110,70,90,70,70,70
3305,Latvia,40,40,40,40,30,20,20,20,20,40,30,20,30,30,30,10,10,20,30,20,10
3306,Lithuania,40,50,20,20,30,20,20,40,40,50,40,70,60,90,100,110,80,50,40,60,60
3307,Poland,350,370,440,400,330,330,330,290,290,310,310,320,330,340,440,370,260,320,220,220,270
3308,Russia,200,210,140,230,200,150,170,160,160,180,200,210,220,220,250,210,210,220,180,200,200
3311,Slovakia,180,190,160,190,180,140,130,110,110,120,120,150,160,170,180,160,90,100,60,100,90
3312,Ukraine,120,130,120,110,120,70,100,80,80,70,90,80,110,100,120,100,80,110,90,130,90
4101,Algeria,30,30,30,20,20,30,30,20,30,10,20,30,30,30,20,20,30,20,20,10,20
4102,Egypt,140,130,160,140,170,180,190,160,140,140,170,190,170,200,170,160,160,210,200,190,180
4103,Libya,20,10,30,20,20,20,20,30,90,70,30,10,20,10,20,10,10,20,30,10,10
4104,Morocco,30,20,20,30,30,20,30,20,20,20,30,20,30,30,30,20,20,40,30,40,40
4105,Sudan,30,50,60,70,70,50,60,60,60,50,40,50,50,50,60,110,60,60,40,40,60
4106,Tunisia,10,10,0,10,10,20,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10
4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,South Sudan,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,10,0,10,10
4201,Bahrain,20,20,20,30,10,20,20,10,10,20,20,10,20,20,20,20,20,10,10,20,10
4202,Palestine,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,Iran,230,300,320,350,300,290,280,240,320,520,480,470,440,370,290,320,290,430,330,380,360
4204,Iraq,190,210,170,210,270,270,260,290,290,300,230,220,240,330,300,250,210,310,270,290,260
4205,Israel,140,160,150,200,220,170,190,170,160,140,120,140,150,200,200,120,80,210,110,140,150
4206,Jordan,120,140,120,120,120,130,120,110,120,160,120,120,120,110,120,90,60,100,120,120,130
4207,Kuwait,70,80,70,50,70,50,70,60,90,90,60,80,70,90,90,90,50,60,60,70,70
4208,Lebanon,630,560,470,620,780,720,690,520,480,450,470,500,520,470,440,320,300,390,400,450,590
4211,Oman,10,10,10,10,20,20,10,20,30,30,30,40,40,30,50,60,30,30,30,20,30
4212,Qatar,10,10,10,10,20,10,10,10,20,10,10,10,10,10,10,10,20,20,20,20,20
4213,Saudi Arabia,50,90,160,140,390,560,"1,030","1,040",830,710,690,770,600,540,620,730,650,430,430,480,580
4214,Syria,80,70,70,80,60,70,70,40,30,40,40,40,50,60,60,50,40,80,90,90,100
4215,Türkiye,310,270,300,310,300,300,380,320,380,360,380,320,320,330,360,300,230,380,320,390,470
4216,Unit Arab Emir,30,40,50,60,50,80,90,80,70,110,100,80,70,90,90,120,80,130,110,130,130
4217,Yemen,0,0,0,0,0,10,0,0,0,0,0,0,10,10,10,10,10,10,10,0,10
5101,Myanmar,70,50,50,50,60,70,90,90,120,140,160,130,140,120,150,180,130,70,70,80,70
5102,Cambodia,90,70,110,110,70,80,90,90,100,90,100,110,120,130,160,160,160,170,150,140,140
5103,Laos,60,50,50,60,50,60,80,50,50,50,80,50,50,70,80,80,70,60,50,60,110
5104,Thailand,"1,420","1,260","1,220","1,270","1,310","1,690","1,830","1,660","1,550","1,450","1,480","1,460","1,620","1,810","1,820","2,120","1,050",780,870,"1,200","1,320"
5105,Vietnam,710,750,710,830,770,960,"1,190","1,040",990,"1,060","1,020","1,110","1,130","1,390","1,480","2,050","1,310","1,560","1,160","1,160","1,570"
5201,Brunei,20,20,20,50,30,20,30,30,20,30,40,40,40,50,80,40,20,10,30,20,10
5202,Indonesia,"2,270","1,950","1,560","1,500","1,440","1,690","1,820","1,640","1,730","1,800","1,590","1,480","1,410","1,540","1,690","2,080","1,120","1,270","1,100","1,300","1,700"
5203,Malaysia,"1,250","1,240","1,150","1,220","1,260","1,390","1,300","1,270","1,440","1,490","1,430","1,390","1,520","1,810","2,150","2,100","1,310","1,180","1,140","1,060","1,120"
5204,Philippines,"1,280","1,600","1,730","1,450","1,370","1,300","1,430","1,000","1,160","1,090","1,280","1,210","1,320","1,450","1,750","1,550",990,"1,730","1,490","1,600","2,210"
5205,Singapore,750,880,770,850,780,850,850,740,800,900,690,710,650,770,830,940,450,480,500,430,490
5206,Timor-Leste,40,30,30,20,20,40,30,20,20,20,30,20,20,20,20,20,10,10,10,20,50
6101,China,"5,610","5,610","5,970","6,630","7,680","10,120","11,010","11,210","10,240","9,370","9,890","10,140","11,320","15,570","21,410","32,250","21,550","11,830","9,330","12,530","15,330"
6102,Hong Kong,"1,920","2,040","1,960","1,830","1,620","1,720","1,780","1,670","1,590","1,600","1,490","1,390","1,230","1,260","1,350","1,110",700,650,750,770,750
6103,Macau,50,40,50,30,30,60,50,80,60,80,60,50,40,50,50,90,50,30,30,30,30
6104,Mongolia,50,50,50,20,20,40,40,70,110,90,110,130,130,200,330,410,550,250,140,590,"1,000"
6105,Taiwan,920,890,830,800,810,870,950,870,"1,100","1,610","2,320","1,960","1,970","2,040","2,270","2,610","1,070",620,550,900,"1,290"
6201,Japan,"2,010","2,100","2,090","2,310","1,840","2,100","1,700","1,740","1,670","1,670","1,700","1,760","1,750","1,980","2,030","2,020","1,000",920,900,"1,610","2,000"
6202,"Korea, North",80,90,90,120,60,90,100,70,60,50,30,50,60,50,50,60,30,40,30,20,40
6203,"Korea, South","2,760","2,970","3,100","3,570","3,890","4,750","4,960","4,570","4,130","4,440","4,110","3,810","3,950","4,240","4,570","4,970","2,350","1,990","1,620","2,410","2,600"
7101,Bangladesh,370,400,340,330,340,370,470,390,380,440,420,410,450,530,610,660,710,730,480,460,530
7102,Bhutan,10,20,10,20,20,10,10,20,30,30,20,30,30,30,40,20,20,20,20,20,50
7103,India,"2,130","2,660","2,850","2,910","3,370","4,340","4,700","3,980","3,740","3,790","3,750","3,770","3,840","4,040","4,670","6,400","7,180","7,160","4,540","5,270","5,530"
7104,Maldives,10,10,10,10,10,10,20,10,10,10,20,10,20,10,20,10,10,0,0,10,10
7105,Nepal,130,110,100,110,230,420,660,450,470,450,450,420,510,620,800,"1,600","1,510","1,480",950,"1,040","1,180"
7106,Pakistan,360,350,300,330,310,350,380,360,420,430,480,520,640,680,710,"1,330","1,010",930,630,710,790
7107,Sri Lanka,360,340,330,310,280,360,400,340,310,410,470,510,470,520,500,490,410,500,370,380,420
7201,Afghanistan,80,70,40,50,60,40,70,50,70,80,60,50,70,60,70,80,70,80,80,80,100
7202,Armenia,10,10,10,0,10,10,10,10,10,10,10,10,10,20,10,20,10,10,10,10,10
7203,Azerbaijan,0,10,0,10,0,0,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10
7204,Georgia,10,10,0,0,10,10,10,0,10,10,10,0,10,10,20,10,10,20,10,10,10
7205,Kazakhstan,10,10,10,10,20,10,10,10,30,20,30,20,30,40,40,40,30,30,30,30,30
7206,Kyrgyzstan,10,0,0,0,0,0,0,10,0,10,10,0,10,10,0,10,10,10,10,10,0
7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7211,Uzbekistan,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,30,40,40,30,30,30
8101,Bermuda,0,0,10,0,0,0,0,0,10,0,0,10,0,0,10,10,0,0,10,10,0
8102,Canada,800,870,870,"1,100","1,380","1,200","1,120",960,"1,230",960,970,970,"1,070","1,210","1,110","1,020",540,720,600,600,550
8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104,USA,"2,740","3,320","2,480","4,380","5,560","3,890","3,450","3,220","4,310","3,050","2,980","3,020","3,330","3,650","3,780","2,910","1,750","2,140","1,700","1,720","1,630"
8201,Argentina,120,130,130,130,180,150,130,110,150,130,160,220,270,310,410,500,360,830,320,"1,020","1,470"
8202,Bolivia,20,20,10,10,20,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10
8203,Brazil,360,410,450,630,840,980,"1,030",900,910,830,"1,190",780,"1,030","1,440","1,780","2,310","1,120","1,090",750,"1,340","1,690"
8204,Chile,210,210,180,240,260,280,320,310,290,310,300,360,440,520,600,710,280,400,270,570,750
8205,Colombia,160,120,170,180,240,320,350,310,310,400,420,380,410,570,670,670,530,590,390,"1,050","1,950"
8206,Ecuador,40,40,30,30,30,30,30,30,50,40,50,50,30,40,40,50,20,40,30,70,140
8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8211,Guyana,0,0,0,0,0,0,10,10,10,10,0,0,10,0,0,0,0,0,10,0,0
8212,Paraguay,10,0,10,0,10,10,10,10,0,10,10,10,10,20,10,10,0,10,10,10,10
8213,Peru,90,80,70,80,140,130,140,170,130,140,160,150,130,140,170,170,70,140,110,150,260
8214,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8215,Uruguay,80,80,70,80,70,50,60,60,60,50,60,50,60,70,90,90,70,80,50,120,100
8216,Venezuela,50,30,30,30,30,30,40,40,50,50,40,60,80,120,80,70,40,90,40,50,70
8299,"S America, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8301,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302,Costa Rica,10,10,10,10,10,0,0,10,30,10,10,10,10,20,20,10,10,10,10,10,10
8303,El Salvador,10,20,10,20,20,10,20,10,10,20,20,20,20,20,20,10,10,10,10,10,10
8304,Guatemala,10,0,0,0,10,10,10,0,10,0,10,10,10,10,10,10,20,0,0,20,20
8305,Honduras,10,0,0,10,0,0,10,0,0,0,0,10,0,10,10,10,0,10,0,0,0
8306,Mexico,100,110,100,110,190,120,130,80,200,170,120,160,150,190,180,250,120,130,100,190,210
8307,Nicaragua,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,10,10,0
8308,Panama,10,0,10,0,10,10,0,10,10,0,10,10,0,10,10,0,0,0,0,0,10
8401,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,Antigua/Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,Bahamas,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0
8405,Barbados,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,10,0,0
8406,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8407,Cuba,0,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10
8408,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8411,Dominican Rep,10,0,0,10,10,0,10,10,20,10,10,10,10,10,0,10,0,10,0,10,10
8412,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8414,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0
8415,Jamaica,10,10,10,20,20,10,10,10,20,10,10,10,10,20,20,10,0,10,10,10,10
8416,Martinique,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
8417,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8421,Puerto Rico,0,10,0,0,20,0,10,0,10,10,10,0,10,10,10,10,0,0,10,10,0
8422,St Kitts/Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,St Lucia,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8424,St Vinc/Grenad,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8425,Trinidad/Tobago,10,10,10,10,20,10,10,10,20,10,10,10,20,10,10,10,10,10,10,10,10
8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8427,"Virgin Is, Brit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,"Virgin Is, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,Curacao,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,Cameroon,10,0,0,0,10,0,0,0,10,10,0,10,10,0,0,0,0,0,10,10,10
9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,"Congo, Rep",0,0,0,10,0,10,10,0,10,10,10,10,10,0,10,10,0,10,0,10,0
9108,"Congo, Dem Rep",0,0,10,10,0,0,10,10,0,0,0,10,0,10,10,10,0,0,10,10,10
9111,Cote d'Ivoire,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,10,0,10,0
9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
9114,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9115,Ghana,50,30,30,30,30,30,40,40,40,40,40,50,50,50,30,70,70,60,30,50,50
9116,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10
9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,Liberia,0,0,0,0,10,10,0,10,10,10,0,10,0,0,10,10,10,0,10,0,0
9121,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9123,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124,Nigeria,40,30,40,30,30,40,20,30,40,40,60,60,60,60,110,100,110,70,70,70,90
9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9126,Senegal,10,10,0,0,0,0,0,10,0,0,10,0,10,10,0,10,0,0,0,10,10
9127,Sierra Leone,0,10,10,10,10,10,20,10,20,20,10,20,20,20,20,20,10,10,20,20,20
9128,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9201,Angola,10,0,0,0,0,10,0,10,0,10,10,0,0,10,0,10,0,10,0,10,10
9202,Botswana,20,50,50,20,40,30,30,10,20,10,20,20,10,10,10,10,10,10,10,10,10
9203,Burundi,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,10
9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9205,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9206,Eritrea,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,10,0,0,0,0,0
9207,Ethiopia,10,10,10,20,20,20,10,20,20,20,10,20,30,20,20,30,20,40,20,20,20
9208,Kenya,90,90,70,70,70,80,70,90,80,70,60,70,80,70,100,90,70,70,80,70,80
9211,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9212,Madagascar,0,0,10,0,0,10,0,10,0,0,0,10,0,0,0,0,0,10,0,10,0
9213,Malawi,10,0,10,10,0,0,10,10,10,10,10,0,10,10,10,10,10,10,0,0,0
9214,Mauritius,50,40,50,60,80,130,130,100,70,100,70,70,60,70,90,60,50,50,40,60,60
9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9216,Mozambique,10,10,10,20,10,10,0,10,0,10,10,10,0,10,10,10,10,10,0,10,10
9217,Namibia,10,10,10,10,10,10,0,0,10,10,10,0,10,10,10,0,0,10,10,10,10
9218,Reunion,0,10,10,10,10,10,10,10,0,10,0,10,0,10,10,10,0,0,10,10,0
9221,Rwanda,10,0,0,0,10,0,0,0,0,0,10,10,0,10,0,10,0,0,0,0,0
9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,Seychelles,0,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
9224,Somalia,20,10,10,20,10,20,30,20,10,30,20,20,20,30,20,20,20,30,20,20,20
9225,South Africa,660,740,750,710,690,750,740,740,670,670,680,650,640,650,700,440,330,570,530,480,620
9226,Eswatini,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,10,10,0,0,0,0
9227,Tanzania,10,20,20,20,10,20,20,30,10,10,10,30,30,20,20,20,10,20,10,10,10
9228,Uganda,30,20,20,10,10,30,20,20,10,20,20,20,20,20,10,20,10,10,20,20,10
9231,Zambia,20,30,30,20,40,20,20,20,30,30,30,40,30,20,30,30,20,20,20,10,10
9232,Zimbabwe,70,50,90,80,90,100,120,90,90,80,100,70,70,100,90,80,90,90,70,70,90
9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000,Inadequately Described,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
,Total Australian-born,"23,210","22,900","23,390","24,420","20,900","20,740","21,700","20,990","21,240","22,380","23,080","23,320","22,530","22,820","21,250","14,600","10,040","17,790","21,030","19,560","18,450"
